sku,name,category,price,rating,inventory,sales_volume
995e25d9b46d,Product 995e25d9,sport_leisure,42.0,5.0,100,2
e33750929002,Product e3375092,automotive,765.0,5.0,100,1
a93ad1220243,Product a93ad122,bed_table_bath,63.0,3.0,100,1
5bf681c3d83a,Product 5bf681c3,domestic_utilities,20.9,5.0,100,1
a7bbff32c732,Product a7bbff32,domestic_utilities,16.9,1.0,100,1
d19284bf0893,Product d19284bf,furniture_decoracao,134.9,1.0,100,1
9739d07ec835,Product 9739d07e,cool_stuff,91.9,5.0,100,1
6d07236d4abe,Product 6d07236d,toys,38.0,5.0,100,4
7bcc81e7096d,Product 7bcc81e7,you drink,48.9,5.0,100,1
27f53b8bf574,Product 27f53b8b,sport_leisure,129.9,5.0,100,1
64b7b1d71512,Product 64b7b1d7,you drink,49.9,4.0,100,1
180470390042,Product 18047039,bed_table_bath,124.99,5.0,100,1
9474f3c0da0c,Product 9474f3c0,furniture_decoracao,39.0,2.5,100,2
44feb28a74ab,Product 44feb28a,technical_books,159.0,4.0,100,1
169837a0e286,Product 169837a0,beauty_health,58.9,5.0,100,1
1708d4cfc421,Product 1708d4cf,bed_table_bath,139.0,5.0,100,1
237629a2fbb5,Product 237629a2,domestic_utilities,18.9,3.0,100,1
f71c0f4ee483,Product f71c0f4e,furniture_decoracao,99.99,5.0,100,1
7b0f65d848af,Product 7b0f65d8,informatica_acessorios,45.0,5.0,100,1
f03e2584cfc0,Product f03e2584,toys,20.03,5.0,100,1
ecd4bfa8cb10,Product ecd4bfa8,domestic_utilities,11.35,5.0,100,1
e40c9663823a,Product e40c9663,men's fashion_clothes,129.99,5.0,100,1
8cab8abac591,Product 8cab8aba,sport_leisure,99.9,5.0,100,1
a8d952e8e543,Product a8d952e8,telephony,21.99,5.0,100,1
7e5fe07db814,Product 7e5fe07d,bed_table_bath,32.99,5.0,100,1
8934769521d6,Product 89347695,cool_stuff,109.9,2.0,100,1
e94d9f48ab49,Product e94d9f48,watches_gifts,160.0,5.0,100,1
2bb3e85f2a40,Product 2bb3e85f,toys,387.9,5.0,100,1
2655d926d7d2,Product 2655d926,bed_table_bath,59.9,5.0,100,1
c033d17d5564,Product c033d17d,beauty_health,121.0,5.0,100,1
694f7daacd74,Product 694f7daa,bags_accessories,75.0,3.0,100,1
283f243bb09e,Product 283f243b,telephony,19.9,4.0,100,1
115fdef806a3,Product 115fdef8,you drink,49.9,4.0,100,1
87f6e794e8e7,Product 87f6e794,toys,87.99,1.0,100,1
901d948bd60c,Product 901d948b,informatica_acessorios,13.9,5.0,100,1
bf06a69bb27c,Product bf06a69b,watches_gifts,38.0,4.0,100,1
3606696d19bb,Product 3606696d,automotive,36.9,5.0,100,1
962a6951154f,Product 962a6951,furniture_decoracao,78.27,3.3,100,3
72b253635b31,Product 72b25363,toys,14.9,5.0,100,4
6fd08d44046a,Product 6fd08d44,you drink,27.67,4.7,100,3
15d5088ad671,Product 15d5088a,portable appliances,999.99,3.0,100,1
39fc0322ba2f,Product 39fc0322,furniture_decoracao,83.9,5.0,100,1
f2886fbf7888,Product f2886fbf,informatica_acessorios,25.0,3.0,100,1
77e56e1e0994,Product 77e56e1e,cool_stuff,712.3,5.0,100,1
d2f2c2b94c6a,Product d2f2c2b9,furniture_decoracao,46.0,5.0,100,1
0820af09ddc7,Product 0820af09,household appliances,11.55,3.0,100,2
69d4040bce5f,Product 69d4040b,pet_shop,29.9,5.0,100,3
57414a165829,Product 57414a16,pet_shop,105.0,5.0,100,1
8173ca41cdb1,Product 8173ca41,sport_leisure,35.9,5.0,100,2
d369c0eb24f1,Product d369c0eb,domestic_utilities,57.5,5.0,100,1
ec72556b5da3,Product ec72556b,stationery shop,68.0,5.0,100,1
db59f0dfd559,Product db59f0df,sport_leisure,99.9,5.0,100,1
184e91de5d4a,Product 184e91de,furniture_decoracao,129.9,3.0,100,1
1a77eed8713a,Product 1a77eed8,construction_tools_construction,221.6,5.0,100,1
7b32b1b87594,Product 7b32b1b8,telephony,119.99,4.5,100,2
ff96895c6b1d,Product ff96895c,bed_table_bath,219.9,4.0,100,1
e69137c3731a,Product e69137c3,perfumery,77.98,5.0,100,1
a1013e8a0647,Product a1013e8a,cool_stuff,89.0,4.3,100,3
2905bcccc19e,Product 2905bccc,beauty_health,1309.0,5.0,100,1
ce341595864b,Product ce341595,bed_table_bath,47.9,5.0,100,1
92e2d2146e43,Product 92e2d214,bed_table_bath,52.9,5.0,100,1
c312a691cf0a,Product c312a691,furniture_decoracao,99.9,5.0,100,1
ea5774e69135,Product ea5774e6,beauty_health,349.9,5.0,100,1
95ed6f297ce9,Product 95ed6f29,perfumery,19.9,4.5,100,2
cdafffbe81c7,Product cdafffbe,perfumery,4.99,5.0,100,1
56a5da29b497,Product 56a5da29,automotive,44.9,5.0,100,1
74abe2be0a97,Product 74abe2be,consoles_games,179.9,5.0,100,1
141f72cac97d,Product 141f72ca,automotive,129.7,5.0,100,1
34bd280578cc,Product 34bd2805,automotive,49.49,5.0,100,1
6e7df7f4622d,Product 6e7df7f4,garden_tools,142.0,5.0,100,1
a511bdae1b76,Product a511bdae,bed_table_bath,48.99,5.0,100,1
22b015772383,Product 22b01577,construction_tools_construction,289.0,4.0,100,1
299f75185c7f,Product 299f7518,domestic_utilities,439.0,5.0,100,1
e67fe5b45922,Product e67fe5b4,sport_leisure,92.0,4.0,100,1
506b4917ff40,Product 506b4917,sport_leisure,299.0,5.0,100,1
3eb3d01a76a4,Product 3eb3d01a,sport_leisure,63.0,5.0,100,1
fe1d68f12306,Product fe1d68f1,furniture_decoracao,9.99,5.0,100,1
95f3db773f64,Product 95f3db77,beauty_health,123.6,5.0,100,1
6fb911865153,Product 6fb91186,you drink,11.9,1.0,100,1
43506d2b6b5e,Product 43506d2b,arts_and_crafts,238.0,5.0,100,1
47b61a5f9093,Product 47b61a5f,bags_accessories,72.9,5.0,100,1
2f5f6d54fb01,Product 2f5f6d54,toys,59.9,5.0,100,1
97b5158053e6,Product 97b51580,furniture_decoracao,198.9,5.0,100,2
653db51f38df,Product 653db51f,furniture_sala,109.9,2.0,100,1
811809cbfd4d,Product 811809cb,bed_table_bath,329.9,5.0,100,1
01cf7c4cffff,Product 01cf7c4c,furniture_decoracao,23.9,4.0,100,3
62633ec6c321,Product 62633ec6,telephony,39.9,3.0,100,1
82d5798b1ffc,Product 82d5798b,sport_leisure,19.15,5.0,100,1
3f1a741cf559,Product 3f1a741c,beauty_health,14.9,5.0,100,2
328e385961fd,Product 328e3859,automotive,795.95,5.0,100,1
2715967684d6,Product 27159676,toys,45.0,3.0,100,1
4faca3ec2b35,Product 4faca3ec,furniture_decoracao,149.0,1.0,100,1
0a8bc1a07183,Product 0a8bc1a0,pet_shop,128.0,5.0,100,1
cfb0017c91a7,Product cfb0017c,watches_gifts,169.0,3.0,100,1
10b930e4c15b,Product 10b930e4,consoles_games,49.89,5.0,100,1
5d1d8ec5b31c,Product 5d1d8ec5,furniture_decoracao,20.9,1.0,100,1
154e7e31ebfa,Product 154e7e31,beauty_health,23.99,5.0,100,1
1bdfcb832019,Product 1bdfcb83,domestic_utilities,19.9,3.7,100,3
d6061ffaf719,Product d6061ffa,casa_conforto,89.9,5.0,100,1
2535db191954,Product 2535db19,beauty_health,18.9,1.0,100,1
52a0cc66507f,Product 52a0cc66,beauty_health,138.0,5.0,100,1
cdfbf89ab41d,Product cdfbf89a,telephony,29.99,5.0,100,2
ec7214830190,Product ec721483,bed_table_bath,34.99,5.0,100,1
719d57129970,Product 719d5712,beauty_health,49.0,5.0,100,1
45e967683e72,Product 45e96768,automotive,49.9,5.0,100,1
865cf360a281,Product 865cf360,domestic_utilities,19.0,5.0,100,1
d133bcdec960,Product d133bcde,domestic_utilities,18.9,5.0,100,1
8d39a63db6a9,Product 8d39a63d,general,127.2,5.0,100,1
c7e02747ef93,Product c7e02747,informatica_acessorios,119.99,5.0,100,1
c8b96022819f,Product c8b96022,pet_shop,41.0,5.0,100,1
9041a4cde4a9,Product 9041a4cd,furniture_decoracao,120.0,5.0,100,1
9b08a09bf2fd,Product 9b08a09b,construction_tools_construction,39.97,5.0,100,3
630a236cea73,Product 630a236c,bed_table_bath,49.9,5.0,100,1
43bafb0c5d10,Product 43bafb0c,bags_accessories,83.9,5.0,100,1
d53d0094e20a,Product d53d0094,bags_accessories,139.9,5.0,100,1
e50d281842fc,Product e50d2818,beauty_health,42.3,5.0,100,1
19c91ef95d50,Product 19c91ef9,beauty_health,122.99,4.4,100,30
4645dbced3aa,Product 4645dbce,beauty_health,30.0,3.0,100,1
8ac83e639035,Product 8ac83e63,beauty_health,59.5,5.0,100,1
3dc7db1edfac,Product 3dc7db1e,automotive,40.37,5.0,100,2
09e555601117,Product 09e55560,furniture_sala,179.9,5.0,100,1
947f602dbb2a,Product 947f602d,beauty_health,28.39,5.0,100,1
36f78198534c,Product 36f78198,beauty_health,139.9,5.0,100,1
ea66598d1348,Product ea66598d,household appliances,339.0,4.0,100,1
ec242882027e,Product ec242882,bed_table_bath,52.9,2.3,100,3
f4d2144023a2,Product f4d21440,informatica_acessorios,170.0,5.0,100,1
0d90fced28b7,Product 0d90fced,beauty_health,57.7,5.0,100,1
29fd9022374f,Product 29fd9022,bed_table_bath,68.5,5.0,100,1
75dffc4de999,Product 75dffc4d,automotive,220.0,4.0,100,1
aa0756c28665,Product aa0756c2,house_construction,119.85,4.0,100,1
5dae498eff2d,Product 5dae498e,construction_tools_construction,95.9,3.0,100,1
c2fb73db15e2,Product c2fb73db,you drink,109.9,5.0,100,1
d85c634ccca1,Product d85c634c,watches_gifts,126.9,3.0,100,1
2ccd049c8e7e,Product 2ccd049c,stationery shop,79.0,4.5,100,2
0e35a413d832,Product 0e35a413,furniture_decoracao,24.99,1.0,100,1
26b2a480ced2,Product 26b2a480,construction_tools_lighting,119.0,4.0,100,2
c8a148c82c4a,Product c8a148c8,construction_tools_construction,125.0,5.0,100,2
6b7de889f456,Product 6b7de889,stationery shop,135.9,4.2,100,4
9f7f468f60c2,Product 9f7f468f,bed_table_bath,72.12,5.0,100,1
69523f67543f,Product 69523f67,watches_gifts,58.0,4.0,100,1
2add772ac1b2,Product 2add772a,bed_table_bath,656.43,5.0,100,1
fb61913f136b,Product fb61913f,beauty_health,180.0,5.0,100,1
a04087ab6a96,Product a04087ab,pcs,650.0,4.8,100,4
e31c5933157c,Product e31c5933,domestic_utilities,49.9,5.0,100,2
50bad34e680f,Product 50bad34e,domestic_utilities,24.9,3.0,100,1
dd4c3b4ab7e0,Product dd4c3b4a,you drink,32.4,5.0,100,1
ceb9200bc337,Product ceb9200b,domestic_utilities,53.9,4.0,100,1
6d313b6e2501,Product 6d313b6e,drinks,119.9,5.0,100,1
3a53c1796dd7,Product 3a53c179,pet_shop,320.0,5.0,100,1
dd12801e4d19,Product dd12801e,fashion_women's_clothes,44.99,3.0,100,1
acdd408fe971,Product acdd408f,electronics,18.9,4.0,100,1
783caabd539c,Product 783caabd,construction_tools_lighting,29.0,4.2,100,4
4563095e06df,Product 4563095e,furniture_decoracao,18.9,5.0,100,1
7616196b7ad0,Product 7616196b,electronics,120.0,2.0,100,1
e01c8d063562,Product e01c8d06,bed_table_bath,59.9,5.0,100,1
ca7a479258a8,Product ca7a4792,automotive,49.49,5.0,100,1
eb6511e81e85,Product eb6511e8,construction_tools_construction,89.0,4.0,100,2
51556be67b1f,Product 51556be6,cool_stuff,99.9,5.0,100,1
7f4e034245e4,Product 7f4e0342,you drink,48.9,4.5,100,4
da17d63dff29,Product da17d63d,bags_accessories,43.0,5.0,100,1
c862d801c5bf,Product c862d801,automotive,37.9,4.5,100,2
476b6df47718,Product 476b6df4,bed_table_bath,105.2,4.0,100,1
0dd11fb64ad7,Product 0dd11fb6,christmas_articles,8.99,5.0,100,1
62ad9a897241,Product 62ad9a89,electronics,26.9,4.0,100,1
74104f4d2a45,Product 74104f4d,domestic_utilities,179.0,3.0,100,1
78efe838c04b,Product 78efe838,furniture_decoracao,87.79,4.7,100,7
837ef63763b3,Product 837ef637,bed_table_bath,39.0,5.0,100,1
16ed6a6e3fce,Product 16ed6a6e,domestic_utilities,81.18,5.0,100,2
414829663add,Product 41482966,sport_leisure,149.9,5.0,100,1
7bdb28a55646,Product 7bdb28a5,musical_instruments,59.9,4.7,100,3
116a034e82f0,Product 116a034e,bed_table_bath,58.99,1.0,100,1
55782cb82e0e,Product 55782cb8,automotive,166.9,4.7,100,10
8ba200c8b018,Product 8ba200c8,telephony,100.0,5.0,100,1
20ecd51a1e2c,Product 20ecd51a,bed_table_bath,95.0,5.0,100,1
e9f31c92ab2b,Product e9f31c92,sport_leisure,149.99,5.0,100,2
078b7149a32b,Product 078b7149,imported_books,749.0,5.0,100,1
20e52965ed6d,Product 20e52965,informatica_acessorios,79.99,5.0,100,1
76c73618750e,Product 76c73618,beauty_health,259.9,1.0,100,1
fef0dd8c5355,Product fef0dd8c,automotive,33.9,5.0,100,1
8eea5d1c2305,Product 8eea5d1c,bed_table_bath,62.7,5.0,100,1
077599a82ee5,Product 077599a8,beauty_health,118.44,4.0,100,2
eb7172d8a3c6,Product eb7172d8,toys,49.99,5.0,100,1
32aeecc02aa5,Product 32aeecc0,sport_leisure,109.9,5.0,100,1
6d229d68959c,Product 6d229d68,toys,119.9,3.0,100,1
ba2f091ca82d,Product ba2f091c,domestic_utilities,142.0,4.0,100,1
970174307548,Product 97017430,telephony,29.99,4.8,100,6
973a3dbe682b,Product 973a3dbe,telephony,161.0,5.0,100,1
f27aff266ad9,Product f27aff26,household appliances_2,795.0,1.0,100,1
822f877cb8e4,Product 822f877c,bed_table_bath,34.99,3.0,100,1
7e48d9554094,Product 7e48d955,watches_gifts,45.0,5.0,100,1
d113b2e0de22,Product d113b2e0,domestic_utilities,59.99,1.0,100,1
bde643c31f72,Product bde643c3,fixed_telephony,812.99,5.0,100,1
c696cd2db787,Product c696cd2d,watches_gifts,489.0,5.0,100,1
711027a82d76,Product 711027a8,domestic_utilities,139.9,3.0,100,1
ed7c541aa546,Product ed7c541a,garden_tools,24.99,5.0,100,1
db3772e122d1,Product db3772e1,sport_leisure,234.5,3.0,100,1
b6598804d396,Product b6598804,domestic_utilities,115.98,5.0,100,1
137ace556a03,Product 137ace55,agro_industria_e_commerce,23.9,1.0,100,1
87cb507e0daa,Product 87cb507e,watches_gifts,29.0,4.0,100,1
3997a6da5a88,Product 3997a6da,cool_stuff,348.0,1.0,100,1
3eb130ebc817,Product 3eb130eb,beauty_health,169.72,5.0,100,1
737039cf7d60,Product 737039cf,stationery shop,139.0,5.0,100,1
fe75529a267b,Product fe75529a,beauty_health,119.9,4.5,100,2
9217cd4b2855,Product 9217cd4b,beauty_health,12.0,2.0,100,1
ebb6edef9868,Product ebb6edef,you drink,54.9,5.0,100,1
e9d5d9503153,Product e9d5d950,toys,189.9,2.0,100,1
4bba2ed71557,Product 4bba2ed7,you drink,59.9,5.0,100,1
80d3aeff2ab6,Product 80d3aeff,furniture_sala,169.99,5.0,100,1
b45b5b25c665,Product b45b5b25,telephony,30.0,5.0,100,1
d5a19cc8a924,Product d5a19cc8,sport_leisure,159.9,1.0,100,1
180534717d17,Product 18053471,watches_gifts,130.0,5.0,100,1
570c59d31475,Product 570c59d3,beauty_health,79.9,5.0,100,1
35537536ed2b,Product 35537536,sport_leisure,390.0,5.0,100,1
eb1e85561435,Product eb1e8556,agro_industria_e_commerce,33.9,5.0,100,1
93c902b021a9,Product 93c902b0,electronics,103.9,3.0,100,2
d063fc697e5a,Product d063fc69,automotive,200.0,4.0,100,1
5ed9eaf534f6,Product 5ed9eaf5,cool_stuff,26.88,4.0,100,3
9afc7bd1c628,Product 9afc7bd1,domestic_utilities,18.8,5.0,100,1
5c2bb11cf214,Product 5c2bb11c,stationery shop,98.9,4.0,100,4
656e0eca68dc,Product 656e0eca,informatica_acessorios,79.9,5.0,100,1
3ae3ff1822de,Product 3ae3ff18,bed_table_bath,195.0,3.0,100,1
3cf83300f19d,Product 3cf83300,garden_tools,34.99,5.0,100,1
a1dd59756b92,Product a1dd5975,bed_table_bath,19.9,5.0,100,2
855c27cfc622,Product 855c27cf,stationery shop,39.0,4.0,100,1
4c7d4a2efde2,Product 4c7d4a2e,beauty_health,52.0,3.0,100,1
cde7eb02af68,Product cde7eb02,watches_gifts,959.99,5.0,100,1
3630657a252c,Product 3630657a,garden_tools,29.9,5.0,100,1
a94036c0bb4d,Product a94036c0,bed_table_bath,124.9,5.0,100,1
4d8c2f14df6a,Product 4d8c2f14,you drink,12.9,5.0,100,1
8bfcc2900410,Product 8bfcc290,bags_accessories,39.9,5.0,100,1
c909912a223f,Product c909912a,beauty_health,97.99,5.0,100,1
c477957dd9b5,Product c477957d,bed_table_bath,54.9,4.0,100,1
b1035b3d307f,Product b1035b3d,telephony,1325.9,3.0,100,1
81a3f1e46ec1,Product 81a3f1e4,perfumery,136.78,5.0,100,1
d2efc686acbf,Product d2efc686,automotive,37.4,5.0,100,1
bed8edcc8479,Product bed8edcc,domestic_utilities,89.9,5.0,100,1
71e5d0eb5a5f,Product 71e5d0eb,sport_leisure,59.9,5.0,100,1
2028bf1b01ca,Product 2028bf1b,perfumery,49.99,4.3,100,3
5f0bdec2fb22,Product 5f0bdec2,telephony,13.5,1.0,100,1
b92268ad64d3,Product b92268ad,domestic_utilities,77.74,1.0,100,1
441b44bcdcc4,Product 441b44bc,industry_commerce_e_business,229.8,1.0,100,1
97c57b8428f6,Product 97c57b84,furniture_office,328.9,2.0,100,2
8b51c6ccc9c0,Product 8b51c6cc,bed_table_bath,64.99,5.0,100,1
d8187d92ba7b,Product d8187d92,party_articles,60.0,5.0,100,1
40df4be44295,Product 40df4be4,musical_instruments,59.9,5.0,100,1
8828464e34fc,Product 8828464e,beauty_health,69.0,5.0,100,1
a90ef57c59c6,Product a90ef57c,beauty_health,49.9,5.0,100,1
a9a7d44cbdf7,Product a9a7d44c,watches_gifts,399.0,3.0,100,1
9393358ebcb4,Product 9393358e,you drink,219.9,1.0,100,1
a131898c2e4b,Product a131898c,bed_table_bath,27.99,5.0,100,1
f1bc55c22d72,Product f1bc55c2,pet_shop,37.99,2.0,100,1
9800689d93f5,Product 9800689d,you drink,49.9,3.0,100,1
1b34de23397f,Product 1b34de23,beauty_health,38.5,4.0,100,2
7c1bd920dbdf,Product 7c1bd920,beauty_health,58.99,4.0,100,2
8974fd022d2e,Product 8974fd02,telephony,24.9,1.0,100,1
c4c508eec81b,Product c4c508ee,bags_accessories,69.0,5.0,100,1
2ccb88cb2c49,Product 2ccb88cb,beauty_health,59.9,1.0,100,1
7c1001239dfe,Product 7c100123,automotive,179.2,4.0,100,1
c077c1ab5ccc,Product c077c1ab,domestic_utilities,66.38,5.0,100,2
249360ba4e41,Product 249360ba,you drink,45.0,4.0,100,1
94a6c010ef78,Product 94a6c010,consoles_games,17.9,5.0,100,2
9b2b4b4fb7f9,Product 9b2b4b4f,toys,160.0,5.0,100,1
fb8e60e1a3c2,Product fb8e60e1,furniture_decoracao,189.9,4.0,100,2
c589625c8ccc,Product c589625c,beauty_health,110.32,5.0,100,1
6609d9a71a60,Product 6609d9a7,furniture_cozinha_area_de_servico_jantar_e_jardim,27.9,5.0,100,1
7198684d5c66,Product 7198684d,perfumery,30.5,5.0,100,1
546c7560260f,Product 546c7560,signaling_and_safety,216.0,5.0,100,1
02f8dd9b448d,Product 02f8dd9b,watches_gifts,134.99,4.0,100,1
55908895fd7f,Product 55908895,construction_tools_tools,129.49,4.0,100,1
ca96d665a6e7,Product ca96d665,domestic_utilities,31.9,5.0,100,1
d4ad0f0b0c60,Product d4ad0f0b,furniture_decoracao,100.0,4.0,100,1
87590844d536,Product 87590844,domestic_utilities,74.98,1.0,100,3
5bd6493a2d5a,Product 5bd6493a,telephony,17.77,5.0,100,1
57f2bc497c1a,Product 57f2bc49,watches_gifts,54.88,3.6,100,8
0ae6a95572c9,Product 0ae6a955,beauty_health,99.9,5.0,100,1
f0f8e8693b43,Product f0f8e869,construction_tools_lighting,159.9,5.0,100,1
1a758361b1c1,Product 1a758361,sport_leisure,42.93,5.0,100,5
fadc89c2a60f,Product fadc89c2,domestic_utilities,85.0,5.0,100,1
181097c3de53,Product 181097c3,bed_table_bath,54.0,5.0,100,1
38651ca5be7f,Product 38651ca5,perfumery,12.35,4.0,100,1
4821fcfd5ac4,Product 4821fcfd,domestic_utilities,99.9,5.0,100,1
5b917c70d9b1,Product 5b917c70,construction_tools_construction,29.9,5.0,100,1
